Source,Package name,Package ID,ISBN,Book Title,Year,ISSN,Series Title,Volume,Imprint,Editor(s)/Author(s),Available Online,Shortcut URL
S&T,eBook - Physics and Astronomy 2012,EBCPA12,9780444536815,Advanced Functional Materials,2012,1875-4023,"Science and Technology of Atomic, Molecular, Condensed Matter & Biological Systems",2C,Elsevier,Tara Prasad Das,31-Aug-2012,http://www.sciencedirect.com/science/book/9780444536815
S&T,eBook - Psychology 2012,EBCP12,9780123868848,Therapist's Guide to Pediatric Affect and Behavior Regulation,2012,1873-0450,Practical Resources for the Mental Health Professional,,Academic Press,"Johnson, Sharon",30-Nov-2012,http://www.sciencedirect.com/science/book/9780123868848
S&T,eBook - Biomedical Science and Medicine 2012,EBCMD12,9780123851833,Atlas of Hematopathology,2013,,,,Academic Press,"Faramarz Naeim, P. Nagesh Rao, Sophie Song and Wayne W. Grody",30-Nov-2012,http://www.sciencedirect.com/science/book/9780123851833
S&T,eBook - Biomedical Science and Medicine 2012,EBCMD12,9780123919342,Nutritional Management of Renal Disease,2013,,,,Academic Press,"Joel D. Kopple, Shaul G Massry and Kamyar Kalantar-Zadeh",30-Nov-2012,http://www.sciencedirect.com/science/book/9780123919342
S&T,eBook - Computer Science 2012,EBCCS12,9781597497404,Blackhatonomics,2012,,,,Syngress,,30-Nov-2012,http://www.sciencedirect.com/science/book/9781597497404
S&T,eBook - Engineering 2012,EBCE12,9780080970974,Understanding Automotive Electronics (Seventh Edition),2012,,,,Butterworth-Heinemann,,30-Nov-2012,http://www.sciencedirect.com/science/book/9780080970974
S&T,eBook - Engineering 2012,EBCE12,9780123821782,The Elements of Polymer Science & Engineering (Third Edition),2013,,,,Academic Press,"Rudin, Alfred",30-Nov-2012,http://www.sciencedirect.com/science/book/9780123821782
S&T,eBook - Engineering 2012,EBCE12,9781437734591,Microfluidic Cell Culture Systems,2011,,Micro and Nano Technologies,,William Andrew Publishing,,30-Nov-2012,http://www.sciencedirect.com/science/book/9781437734591
S&T,eBook - Engineering 2012,EBCE12,9781455725977,Handbook of Molded Part Shrinkage and Warpage,2013,,Plastics Design Library,,William Andrew Publishing,,30-Nov-2012,http://www.sciencedirect.com/science/book/9781455725977
S&T,eBook - Forensics 2012,EBCFOR12,9781437734904,Introduction to Criminal Justice (Seventh Edition),2012,,,,"Anderson Publishing, Ltd.",Lawrence F. Travis III,30-Nov-2012,http://www.sciencedirect.com/science/book/9781437734904
S&T,eBook - Engineering 2012,EBCE12,9781455725502,Micro-Drops and Digital Microfluidics (Second Edition),2013,,Micro and Nano Technologies,,William Andrew Publishing,Jean Berthier,30-Nov-2012,http://www.sciencedirect.com/science/book/9781455725502
S&T,eBook - Engineering 2012,EBCE12,9781455730582,Quantitative Data Processing in Scanning Probe Microscopy,2013,,Micro and Nano Technologies,,William Andrew Publishing,Petr Klapetek,30-Nov-2012,http://www.sciencedirect.com/science/book/9781455730582
S&T,eBook - Energy 2012,EBCEN12,9780124055193,Ready: Renewable Energy Action on Deployment,2013,,,,Academic Press,"IEA-RETD, Rolf  de Vos and Janet  Sawin",30-Nov-2012,http://www.sciencedirect.com/science/book/9780124055193
S&T,eBook - Chemistry 2012,EBCC12,9780080448602,Principles of Asymmetric Synthesis (Second Edition),2012,,,,Elsevier,,30-May-2012,http://www.sciencedirect.com/science/book/9780080448602
S&T,eBook - Earth and Planetary Sciences 2012,EBCEPS12,9780444563569,Regional Geology and Tectonics: Phanerozoic Rift Systems and Sedimentary Basins,2012,,,,Elsevier,"Roberts, David G.",30-May-2012,http://www.sciencedirect.com/science/book/9780444563569
S&T,eBook - Earth and Planetary Sciences 2012,EBCEPS12,9780123971609,Geophysical Data Analysis: Discrete Inverse Theory (Third Edition),2012,,,,Academic Press,,30-May-2012,http://www.sciencedirect.com/science/book/9780123971609
S&T,eBook - Engineering 2012,EBCE12,9780080972398,Ship Construction (Seventh Edition),2012,,,,Butterworth-Heinemann,,30-May-2012,http://www.sciencedirect.com/science/book/9780080972398
S&T,eBook - Chemistry 2012,EBCC12,9780123865373,Practical Process Research and Development (Second Edition),2012,,,,Academic Press,Neal G. Anderson,30-Mar-2012,http://www.sciencedirect.com/science/book/9780123865373
S&T,eBook - Computer Science 2012,EBCCS12,9780123814647,Information Visualization (Third Edition),2012,,Interactive Technologies,,Morgan Kaufmann,Colin Ware,30-Mar-2012,http://www.sciencedirect.com/science/book/9780123814647
S&T,eBook - Computer Science 2012,EBCCS12,9780123877956,User Experience in the Age of Sustainability,2012,,,,Morgan Kaufmann,Kem-Laurin Kramer,30-Mar-2012,http://www.sciencedirect.com/science/book/9780123877956
S&T,eBook - Engineering 2012,EBCE12,9780080969794,Materials for Automobile Bodies (Second Edition),2012,,,,Butterworth-Heinemann,"Davies, Geoffrey",30-Mar-2012,http://www.sciencedirect.com/science/book/9780080969794
S&T,eBook - Environmental Science 2012,EBCES12,9780444538680,Numerical Ecology,2012,0167-8892,Developments in Environmental Modelling,24C,Elsevier,"Pierre Legendre, Louis Legendre",30-Jul-2012,http://www.sciencedirect.com/science/book/9780444538680
S&T,eBook - Neuroscience 2012,EBCN12,9780444528988,Epilepsy,2012,0072-9752,Handbook of Clinical Neurology,107C,Elsevier,"Hermann Stefan, William H. Theodore",30-Aug-2012,http://www.sciencedirect.com/science/book/9780444528988
S&T,eBook - Neuroscience 2012,EBCN12,9780444528995,Epilepsy,2012,0072-9752,Handbook of Clinical Neurology,108C,Elsevier,"Hermann Stefan, William H. Theodore",30-Aug-2012,http://www.sciencedirect.com/science/book/9780444528995
S&T,eBook - Neuroscience 2012,EBCN12,9780124159013,Gap Junctions in the Brain,2013,,,,Academic Press,,30-Aug-2012,http://www.sciencedirect.com/science/book/9780124159013
S&T,eBook - Agricultural and Biological Sciences 2012,EBCABS12,9780123868954,Insect Pests of Potato,2013,,,,Academic Press,,30-Aug-2012,http://www.sciencedirect.com/science/book/9780123868954
S&T,eBook - Computer Science 2012,EBCCS12,9780124158429,Computer Animation (Third Edition),2012,,MK18/The Morgan Kaufmann Series in Computer Graphics,,Morgan Kaufmann,"Parent, Rick",30-Aug-2012,http://www.sciencedirect.com/science/book/9780124158429
S&T,eBook - Engineering 2012,EBCE12,9780080970936,Ship Stability for Masters and Mates (Seventh Edition),2012,,,,Butterworth-Heinemann,,30-Aug-2012,http://www.sciencedirect.com/science/book/9780080970936
S&T,eBook - Engineering 2012,EBCE12,9781455728343,Handbook of Biopolymers and Biodegradable Plastics,2013,,,,William Andrew Publishing,,30-Aug-2012,http://www.sciencedirect.com/science/book/9781455728343
S&T,eBook - Engineering 2012,EBCE12,9780123982964,"Metaheuristics in Water, Geotechnical and Transport Engineering",2013,,,,Elsevier,,30-Aug-2012,http://www.sciencedirect.com/science/book/9780123982964
S&T,eBook - Finance 2012,EBCF12,9780123918802,Financial Trading and Investing,2013,,,,Academic Press,,30-Aug-2012,http://www.sciencedirect.com/science/book/9780123918802
S&T,eBook - Materials Science 2012,EBCMS12,9781437734553,Handbook of Environmental Degradation of Materials (Second Edition),2013,,,,William Andrew Publishing,,30-Aug-2012,http://www.sciencedirect.com/science/book/9781437734553
S&T,eBook - Computer Science 2012,EBCCS12,9781597499514,Hacking Web Apps,2012,,,,Syngress,,30-Aug-2012,http://www.sciencedirect.com/science/book/9781597499514
S&T,eBook - Agricultural and Biological Sciences 2012,EBCABS12,9780123985156,"Pests of Ornamental Trees, Shrubs and Flowers (Second Edition)",2012,,,,Academic Press,,30-Aug-2012,http://www.sciencedirect.com/science/book/9780123985156
S&T,eBook - Energy 2012,EBCEN12,9780124017214,Shale Oil Production Processes,2013,,,,Gulf Professional Publishing,,30-Aug-2012,http://www.sciencedirect.com/science/book/9780124017214
S&T,eBook - Physics and Astronomy 2012,EBCPA12,9780123979124,Quantum Theory of Anharmonic Effects in Molecules,2012,,,,Elsevier,,29-Jun-2012,http://www.sciencedirect.com/science/book/9780123979124
S&T,eBook - Agricultural and Biological Sciences 2012,EBCABS12,9780123869418,Hydropedology,2012,,,,Academic Press,,29-Jun-2012,http://www.sciencedirect.com/science/book/9780123869418
S&T,eBook - Computer Science 2012,EBCCS12,9780123859303,Letting Go of the Words (Second Edition),2012,,Interactive Technologies,,Morgan Kaufmann,,29-Jun-2012,http://www.sciencedirect.com/science/book/9780123859303
S&T,eBook - Engineering 2012,EBCE12,9780123865359,DSP for Embedded and Real-Time Systems,2012,,,,Newnes,"Oshana, Robert",29-Jun-2012,http://www.sciencedirect.com/science/book/9780123865359
S&T,eBook - Engineering 2012,EBCE12,9781437778151,Clean Electricity Through Advanced Coal Technologies,2011,,,,William Andrew Publishing,,29-Jun-2012,http://www.sciencedirect.com/science/book/9781437778151
S&T,eBook - Physics and Astronomy 2012,EBCPA12,9780123985057,Magnetic Positioning Equations,2012,,,,Academic Press,,29-Jun-2012,http://www.sciencedirect.com/science/book/9780123985057
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2012",EBCPTPS12,9780123869401,Adverse Effects of Engineered Nanomaterials,2012,,,,Academic Press,"Bengt Fadeel, Antonio Pietroiusti and Anna Shvedova",29-Feb-2012,http://www.sciencedirect.com/science/book/9780123869401
S&T,eBook - Psychology 2012,EBCP12,9780123850119,The Dysregulated Adult,2012,,,,Academic Press,Georgia A. DeGangi,29-Feb-2012,http://www.sciencedirect.com/science/book/9780123850119
S&T,eBook - Computer Science 2012,EBCCS12,9780123849687,Quantifying the User Experience,2012,,,,Morgan Kaufmann,Jeff Sauro and James R. Lewis,29-Feb-2012,http://www.sciencedirect.com/science/book/9780123849687
S&T,eBook - Engineering 2012,EBCE12,9780080969497,Engine Testing (Fourth Edition),2012,,,,Butterworth-Heinemann,A. J. Martyr and M.A. Plint,29-Feb-2012,http://www.sciencedirect.com/science/book/9780080969497
S&T,eBook - Forensics 2012,EBCFOR12,9780123850195,Ethics in Forensic Science,2012,,,,Academic Press,J.C. Upshaw Downs and Anjali Ranadive Swienton,29-Feb-2012,http://www.sciencedirect.com/science/book/9780123850195
S&T,eBook - Immunology and Microbiology 2012,EBCIM12,9780123820495,Introduction to Psychoneuroimmunology (Second Edition),2012,,,,Academic Press,Jorge H. Daruna,29-Feb-2012,http://www.sciencedirect.com/science/book/9780123820495
S&T,eBook - Mathematics 2012,EBCM12,9780123869814,Probability and Random Processes (Second Edition),2012,,,,Academic Press,Scott Miller and Donald Childers,29-Feb-2012,http://www.sciencedirect.com/science/book/9780123869814
S&T,eBook - Engineering 2012,EBCE12,9780123978042,Subsea Engineering Handbook,2012,,,,Gulf Professional Publishing,Yong Bai and Qiang Bai,29-Feb-2012,http://www.sciencedirect.com/science/book/9780123978042
S&T,eBook - Immunology and Microbiology 2012,EBCIM12,9780123972682,An Appraisal of the Status of Chagas Disease in the United States,2012,,,,Elsevier,"Rodrigo Zeledon, C. Ben Beard, J.C. Pinto Dias, David A Leiby, Patricia Dorn and Jose Rodrigues Coura",29-Feb-2012,http://www.sciencedirect.com/science/book/9780123972682
HS,eBook - Clinical Medicine 2012,EBCCM12,9781437737967,Evidence-Based Practice in Palliative Medicine,2013,,,,W.B. Saunders,,28-Nov-2012,http://www.sciencedirect.com/science/book/9781437737967
HS,eBook - Clinical Medicine 2012,EBCCM12,9781416043904,Hunter's Tropical Medicine and Emerging Infectious Disease (Ninth Edition),2012,,,,W.B. Saunders,,28-Nov-2012,http://www.sciencedirect.com/science/book/9781416043904
HS,eBook - Clinical Medicine 2012,EBCCM12,9781455707379,Retina (Fifth Edition),2013,,,,W.B. Saunders,,28-Nov-2012,http://www.sciencedirect.com/science/book/9781455707379
HS,eBook - Veterinary Medicine 2012,EBCVM12,9780702035197,Background Lesions in Laboratory Animals,2011,,,,W.B. Saunders,Elizabeth Fiona McInnes,28-Nov-2012,http://www.sciencedirect.com/science/book/9780702035197
HS,eBook - Veterinary Medicine 2012,EBCVM12,9781437723625,Withrow and MacEwen's Small Animal Clinical Oncology (Fifth Edition),2013,,,,W.B. Saunders,,28-Nov-2012,http://www.sciencedirect.com/science/book/9781437723625
S&T,eBook - Earth and Planetary Sciences 2012,EBCEPS12,9780444536044,Basin Evolution and Petroleum Prospectivity of the Continental Margins of India,2012,0376-7361,Developments in Petroleum Science,59C,Elsevier,"R. Bastia, M. Radhakrishna",28-Nov-2012,http://www.sciencedirect.com/science/book/9780444536044
S&T,eBook - Environmental Science 2012,EBCES12,9780080983196,Cross-Border Resource Management,2012,1474-8177,Developments in Environmental Science,10C,Elsevier,Rongxing Guo,28-Jul-2012,http://www.sciencedirect.com/science/book/9780080983196
S&T,eBook - Neuroscience 2012,EBCN12,9780123858726,Cellular Imaging Techniques for Neuroscience and Beyond,2012,,,,Academic Press,"Wouterlood, Floris G.",27-Jul-2012,http://www.sciencedirect.com/science/book/9780123858726
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2012",EBCBGMB12,9780124158368,Bacterial Biogeochemistry (Third Edition),2013,,,,Academic Press,"T. Fenchel, G.M. King and T.H. Blackburn",27-Jul-2012,http://www.sciencedirect.com/science/book/9780124158368
S&T,eBook - Biomedical Science and Medicine 2012,EBCMD12,9780123848642,Statistics in Medicine (Third Edition),2012,,,,Academic Press,,27-Jul-2012,http://www.sciencedirect.com/science/book/9780123848642
S&T,eBook - Computer Science 2012,EBCCS12,9780123848697,Observing the User Experience (Second Edition),2012,,,,Morgan Kaufmann,"Kuniavsky, Mike",27-Jul-2012,http://www.sciencedirect.com/science/book/9780123848697
S&T,eBook - Computer Science 2012,EBCCS12,9780124158290,Data Governance,2012,,,,Morgan Kaufmann,,27-Jul-2012,http://www.sciencedirect.com/science/book/9780124158290
S&T,eBook - Engineering 2012,EBCE12,9780080977683,Fast and Effective Embedded Systems Design,2012,,,,Newnes,,27-Jul-2012,http://www.sciencedirect.com/science/book/9780080977683
S&T,eBook - Engineering 2012,EBCE12,9780123851284,Handbook of Green Building Design and Construction,2012,,,,Butterworth-Heinemann,,27-Jul-2012,http://www.sciencedirect.com/science/book/9780123851284
S&T,eBook - Engineering 2012,EBCE12,9780123854759,Offshore Structures,2011,,,,Gulf Professional Publishing,,27-Jul-2012,http://www.sciencedirect.com/science/book/9780123854759
S&T,eBook - Engineering 2012,EBCE12,9781437778731,Handbook of Thin Film Deposition (Third Edition),2011,,,,William Andrew Publishing,,27-Jul-2012,http://www.sciencedirect.com/science/book/9781437778731
S&T,eBook - Immunology and Microbiology 2012,EBCIM12,9780124158955,Taxonomic Guide to Infectious Diseases,2012,,,,Academic Press,,27-Jul-2012,http://www.sciencedirect.com/science/book/9780124158955
S&T,eBook - Computer Science 2012,EBCCS12,9781597499637,SQL Injection Attacks and Defense (Second Edition),2012,,,,Syngress,,27-Jul-2012,http://www.sciencedirect.com/science/book/9781597499637
S&T,eBook - Earth and Planetary Sciences 2012,EBCEPS12,9780444594259,The Geologic Time Scale,2012,,,,Elsevier,,27-Jul-2012,http://www.sciencedirect.com/science/book/9780444594259
S&T,eBook - Chemical Engineering 2012,EBCCE12,9780123869654,Fluid Catalytic Cracking Handbook (Third Edition),2011,,,,Butterworth-Heinemann,"Sadeghbeigi, Reza",27-Jan-2012,http://www.sciencedirect.com/science/book/9780123869654
S&T,eBook - Chemistry 2012,EBCC12,9780124160361,Polyphosphoesters,2012,,,,Elsevier,"Troev, Kolio Dimov",27-Jan-2012,http://www.sciencedirect.com/science/book/9780124160361
S&T,eBook - Computer Science 2012,EBCCS12,9780123851307,It's Our Research,2012,,,,Morgan Kaufmann,Tomer Sharon,27-Jan-2012,http://www.sciencedirect.com/science/book/9780123851307
S&T,eBook - Computer Science 2012,EBCCS12,9780123877338,Joe Celko's Trees and Hierarchies in SQL for Smarties (Second Edition),2012,,The Morgan Kaufmann Series in Data Management Systems,,Morgan Kaufmann,Joe Celko,27-Jan-2012,http://www.sciencedirect.com/science/book/9780123877338
S&T,eBook - Computer Science 2012,EBCCS12,9780124158153,Handbook on Securing Cyber-Physical Critical Infrastructure,2012,,,,Morgan Kaufmann,"Sajal K. Das, Krishna Kant and Nan Zhang",27-Jan-2012,http://www.sciencedirect.com/science/book/9780124158153
S&T,eBook - Energy 2012,EBCEN12,9780123851345,Electricity Marginal Cost Pricing,2012,,,,Butterworth-Heinemann,Monica Greer,27-Jan-2012,http://www.sciencedirect.com/science/book/9780123851345
S&T,eBook - Engineering 2012,EBCE12,9780124158412,Construction Hazardous Materials Compliance Guide,2012,,,,Butterworth-Heinemann,"Woodson, R. Dodge",27-Jan-2012,http://www.sciencedirect.com/science/book/9780124158412
S&T,eBook - Forensics 2012,EBCFOR12,9780123852465,Handbook of Loss Prevention and Crime Prevention (Fifth Edition),2012,,,,Butterworth-Heinemann,Lawrence Fennelly,27-Jan-2012,http://www.sciencedirect.com/science/book/9780123852465
S&T,eBook - Mathematics 2012,EBCM12,9780123869838,Introduction to Robust Estimation and Hypothesis Testing (Third Edition),2013,,Statistical Modeling and Decision Science,,Academic Press,Rand R. Wilcox,27-Jan-2012,http://www.sciencedirect.com/science/book/9780123869838
S&T,eBook - Mathematics 2012,EBCM12,9780123877604,Statistics for Physical Science,2012,,,,Academic Press,Brian Martin,27-Jan-2012,http://www.sciencedirect.com/science/book/9780123877604
S&T,eBook - Earth and Planetary Sciences 2012,EBCEPS12,9780444563576,"Regional Geology and Tectonics: Phanerozoic Passive Margins, Cratonic Basins and Global Tectonic Maps",2012,,,,Elsevier,"Roberts, David G.",27-Apr-2012,http://www.sciencedirect.com/science/book/9780444563576
S&T,eBook - Engineering 2012,EBCE12,9780123914040,The Hands-on XBEE Lab Manual,2013,,,,Newnes,,27-Apr-2012,http://www.sciencedirect.com/science/book/9780123914040
S&T,eBook - Physics and Astronomy 2012,EBCPA12,9780123984982,How the Great Scientists Reasoned,2013,,,,Elsevier,,26-Sep-2012,http://www.sciencedirect.com/science/book/9780123984982
S&T,eBook - Psychology 2012,EBCP12,9780124160491,Ethics for Graduate Researchers,2012,,,,Elsevier,,26-Sep-2012,http://www.sciencedirect.com/science/book/9780124160491
S&T,eBook - Biomedical Science and Medicine 2012,EBCMD12,9780123878298,Genetics of Bone Biology and Skeletal Disease,2013,,,,Academic Press,,26-Sep-2012,http://www.sciencedirect.com/science/book/9780123878298
S&T,eBook - Computer Science 2012,EBCCS12,9780123964632,Agile Data Warehousing Project Management,2013,,,,Morgan Kaufmann,,26-Sep-2012,http://www.sciencedirect.com/science/book/9780123964632
S&T,eBook - Engineering 2012,EBCE12,9781437734676,Tribology of Abrasive Machining Processes (Second Edition),2012,,,,William Andrew Publishing,,26-Sep-2012,http://www.sciencedirect.com/science/book/9781437734676
S&T,eBook - Energy 2012,EBCEN12,9780123972194,Fundamentals of Renewable Energy Processes (Third Edition),2012,,,,Academic Press,,26-Sep-2012,http://www.sciencedirect.com/science/book/9780123972194
S&T,eBook - Neuroscience 2012,EBCN12,9780123919243,The Neuroscience of Autism Spectrum Disorders,2013,,,,Academic Press,"Buxbaum, Joseph",26-Sep-2012,http://www.sciencedirect.com/science/book/9780123919243
S&T,eBook - Mathematics 2012,EBCM12,9780444529374,Logic: A History of its Central Concepts,2012,1874-5857,Handbook of the History of Logic,11C,North-Holland,"Dov M. Gabbay, Francis Jeffry Pelletier, John Woods",26-Oct-2012,http://www.sciencedirect.com/science/book/9780444529374
S&T,eBook - Psychology 2012,EBCP12,9780123984555,Problem Solving Therapy in the Clinical Practice,2013,,,,Elsevier,,26-Oct-2012,http://www.sciencedirect.com/science/book/9780123984555
S&T,eBook - Agricultural and Biological Sciences 2012,EBCABS12,9780123971562,Bioactive Food as Dietary Interventions for Arthritis and Related Inflammatory Diseases,2013,,,,Academic Press,,26-Oct-2012,http://www.sciencedirect.com/science/book/9780123971562
S&T,eBook - Agricultural and Biological Sciences 2012,EBCABS12,9780123971531,Bioactive Food as Dietary Interventions for Diabetes,2013,,,,Academic Press,,26-Oct-2012,http://www.sciencedirect.com/science/book/9780123971531
S&T,eBook - Agricultural and Biological Sciences 2012,EBCABS12,9780123971548,Bioactive Food as Dietary Interventions for Liver and Gastrointestinal Disease,2013,,,,Academic Press,,26-Oct-2012,http://www.sciencedirect.com/science/book/9780123971548
S&T,eBook - Chemical Engineering 2012,EBCCE12,9780123821614,Purification of Laboratory Chemicals (Seventh Edition),2013,,,,Butterworth-Heinemann,,26-Oct-2012,http://www.sciencedirect.com/science/book/9780123821614
S&T,eBook - Agricultural and Biological Sciences 2012,EBCABS12,9780122423529,Biochemistry of Foods (Third Edition),2012,,,,Academic Press,,26-Oct-2012,http://www.sciencedirect.com/science/book/9780122423529
S&T,eBook - Agricultural and Biological Sciences 2012,EBCABS12,9780123849373,Tea in Health and Disease Prevention,2013,,,,Academic Press,Victor Preedy,26-Oct-2012,http://www.sciencedirect.com/science/book/9780123849373
S&T,eBook - Biomedical Science and Medicine 2012,EBCMD12,9780123878373,Platelets (Third Edition),2013,,,,Academic Press,Alan D. Michelson,26-Oct-2012,http://www.sciencedirect.com/science/book/9780123878373
S&T,eBook - Computer Science 2012,EBCCS12,9780124159334,CUDA Programming,2012,,Applications of GPU Computing Series,,Morgan Kaufmann,"Cook, Shane",26-Oct-2012,http://www.sciencedirect.com/science/book/9780124159334
S&T,eBook - Engineering 2012,EBCE12,9780123945952,EPC and 4G Packet Networks (Second Edition),2013,,,,Academic Press,Magnus Olsson and Catherine Mulligan,26-Oct-2012,http://www.sciencedirect.com/science/book/9780123945952
S&T,eBook - Engineering 2012,EBCE12,9780080982427,Flight Dynamics Principles (Third Edition),2013,,,,Butterworth-Heinemann,Michael V. Cook,26-Oct-2012,http://www.sciencedirect.com/science/book/9780080982427
S&T,eBook - Engineering 2012,EBCE12,9780123970350,Micromechanics of Composite Materials,2013,,,,Butterworth-Heinemann,,26-Oct-2012,http://www.sciencedirect.com/science/book/9780123970350
S&T,eBook - Environmental Science 2012,EBCES12,9780123970268,Unraveling Environmental Disasters,2013,,,,Elsevier,,26-Oct-2012,http://www.sciencedirect.com/science/book/9780123970268
S&T,eBook - Computer Science 2012,EBCCS12,9781597499620,Network Intrusion Analysis,2012,,,,Syngress,,26-Oct-2012,http://www.sciencedirect.com/science/book/9781597499620
S&T,eBook - Energy 2012,EBCEN12,9780123971784,Distributed Renewable Energies for Off-Grid Communities,2013,,,,Elsevier,"N. El Bassam, P. Maegaard and Marcia Lawton Schlichting",26-Oct-2012,http://www.sciencedirect.com/science/book/9780123971784
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2012",EBCPTPS12,9780123878151,A Comprehensive Guide to Toxicology in Preclinical Drug Development,2013,,,,Academic Press,Ali S. Faqi,26-Oct-2012,http://www.sciencedirect.com/science/book/9780123878151
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2012",EBCPTPS12,9780123860071,Clinical Pharmacology During Pregnancy,2013,,,,Academic Press,Donald Mattison,26-Oct-2012,http://www.sciencedirect.com/science/book/9780123860071
S&T,eBook - Agricultural and Biological Sciences 2012,EBCABS12,9780123971555,Bioactive Food as Dietary Interventions for the Aging Population,2013,,,,Academic Press,,26-Oct-2012,http://www.sciencedirect.com/science/book/9780123971555
S&T,eBook - Agricultural and Biological Sciences 2012,EBCABS12,9780123964854,Bioactive Food as Dietary Interventions for Cardiovascular Disease,2013,,,,Academic Press,,26-Oct-2012,http://www.sciencedirect.com/science/book/9780123964854
S&T,eBook - Engineering 2012,EBCE12,9780124158719,Biomedical Optical Phase Microscopy and Nanoscopy,2012,,,,Academic Press,,26-Oct-2012,http://www.sciencedirect.com/science/book/9780124158719
S&T,eBook - Forensics 2012,EBCFOR12,9781455731305,Reaffirming Rehabilitation (Second Edition),2013,,,,"Anderson Publishing, Ltd.",Francis T. Cullen and Karen E Gilbert,26-Oct-2012,http://www.sciencedirect.com/science/book/9781455731305
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2012",EBCPTPS12,9780123983718,Lead Compounds from Medicinal Plants for the Treatment of Cancer,2013,,,,Academic Press,Christophe Wiart,26-Oct-2012,http://www.sciencedirect.com/science/book/9780123983718
S&T,eBook - Computer Science 2012,EBCCS12,9780124158924,Effective Physical Security (Fourth Edition),2013,,,,Butterworth-Heinemann,Lawrence Fennelly,26-Oct-2012,http://www.sciencedirect.com/science/book/9780124158924
S&T,eBook - Engineering 2012,EBCE12,9781455778980,Thermoplastics and Thermoplastic Composites (Second Edition),2013,,Plastics Design Library,,William Andrew Publishing,Michel Biron,26-Oct-2012,http://www.sciencedirect.com/science/book/9781455778980
S&T,eBook - Psychology 2012,EBCP12,9780123849250,Encyclopedia of Body Image and Human Appearance,2012,,,,Academic Press,Thomas F. Cash,26-Mar-2012,http://www.sciencedirect.com/science/book/9780123849250
S&T,eBook - Agricultural and Biological Sciences 2012,EBCABS12,9780123819802,The Vitamins (Fourth Edition),2012,,,,Academic Press,"Gerald F. Combs, Jr.",26-Mar-2012,http://www.sciencedirect.com/science/book/9780123819802
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2012",EBCBGMB12,9780123813657,Nonhuman Primates in Biomedical Research (Second Edition),2012,,S033/American College of Laboratory Animal Medicine,,Academic Press,,26-Mar-2012,http://www.sciencedirect.com/science/book/9780123813657
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2012",EBCBGMB12,9780123813664,Nonhuman Primates in Biomedical Research (Second Edition),2012,,S033/American College of Laboratory Animal Medicine,,Academic Press,,26-Mar-2012,http://www.sciencedirect.com/science/book/9780123813664
S&T,eBook - Biomedical Science and Medicine 2012,EBCMD12,9780124160385,Dento/Oro/Craniofacial Anomalies and Genetics,2012,,,,Elsevier,"Bloch-Zupan, Agnes",26-Mar-2012,http://www.sciencedirect.com/science/book/9780124160385
S&T,eBook - Computer Science 2012,EBCCS12,9780123859464,Grounded Innovation,2012,,,,Morgan Kaufmann,Lars Erik Holmquist,26-Mar-2012,http://www.sciencedirect.com/science/book/9780123859464
S&T,eBook - Engineering 2012,EBCE12,9780123869081,Computer and Machine Vision (Fourth Edition),2012,,,,Academic Press,E.R. Davies,26-Mar-2012,http://www.sciencedirect.com/science/book/9780123869081
S&T,eBook - Engineering 2012,EBCE12,9781455778911,Microbiorobotics,2012,,,,William Andrew Publishing,"Minjun Kim, Edward Steager and Agung Julius",26-Mar-2012,http://www.sciencedirect.com/science/book/9781455778911
S&T,eBook - Finance 2012,EBCF12,9780123748379,"An Introduction to Trading in the Financial Markets:  Global Markets, Risk, Compliance, and Regulation",2012,,,,Academic Press,"R. ""Tee"" Williams",26-Mar-2012,http://www.sciencedirect.com/science/book/9780123748379
S&T,eBook - Engineering 2012,EBCE12,9780123865335,Switching Power Supplies A - Z (Second Edition),2012,,,,Newnes,Sanjaya Maniktala,26-Mar-2012,http://www.sciencedirect.com/science/book/9780123865335
S&T,eBook - Biomedical Science and Medicine 2012,EBCMD12,9780123815101,Muscle,2012,,,,Academic Press,Joseph Hill,26-Jun-2012,http://www.sciencedirect.com/science/book/9780123815101
S&T,eBook - Computer Science 2012,EBCCS12,9780124159938,Structured Parallel Programming,2012,,,,Morgan Kaufmann,"McCool, Michael",26-Jun-2012,http://www.sciencedirect.com/science/book/9780124159938
S&T,eBook - Engineering 2012,EBCE12,9780080982410,Turbulence in Porous Media (Second Edition),2012,,,,Elsevier,,26-Jun-2012,http://www.sciencedirect.com/science/book/9780080982410
S&T,eBook - Forensics 2012,EBCFOR12,9780123821690,Introduction to Forensic Psychology (Third Edition),2012,,,,Academic Press,"Shipley, Stacey",26-Jun-2012,http://www.sciencedirect.com/science/book/9780123821690
S&T,eBook - Energy 2012,EBCEN12,9780123869142,Handbook of Natural Gas Transmission and Processing,2012,,,,Gulf Professional Publishing,,26-Jun-2012,http://www.sciencedirect.com/science/book/9780123869142
